"Prev.Length","Match.Score","Tile.Size","Prev.Type","Browse.Time"
100,80,0.2,"TT",16.5919797301407
120,80,0.2,"TT",18.3823863776112
100,100,0.2,"TT",18.6188183486991
120,100,0.2,"TT",18.8816793470385
110,90,0.2,"TT",19.3788999593292
100,80,0.2,"TT",16.3462554624848
120,80,0.2,"TT",19.7899440775331
100,100,0.2,"TT",20.4185734876574
120,100,0.2,"TT",19.1492215829492
110,90,0.2,"TT",20.2038174572749
100,80,0.2,"TT",15.0482291312216
120,80,0.2,"TT",17.0613792904788
100,100,0.2,"TT",19.2720587448642
120,100,0.2,"TT",20.4544483035384
110,90,0.2,"TT",18.1887072046914
100,80,0.2,"TT",15.0952224780681
120,80,0.2,"TT",18.4382336766333
100,100,0.2,"TT",18.5883063777665
120,100,0.2,"TT",20.3123609475932
110,90,0.2,"TT",19.2574331787848
100,80,0.2,"TT",14.8161048048886
120,80,0.2,"TT",19.6988114911593
100,100,0.2,"TT",17.6470902179323
120,100,0.2,"TT",19.9681964146203
110,90,0.2,"TT",19.5389231934413
100,80,0.2,"TT",17.4117327130205
120,80,0.2,"TT",19.6516413047486
100,100,0.2,"TT",18.5759031778485
120,100,0.2,"TT",18.8541969644704
110,90,0.2,"TT",19.1875095148503
100,80,0.2,"TT",17.7276384890419
120,80,0.2,"TT",21.8115564433628
100,100,0.2,"TT",18.9613548806501
120,100,0.2,"TT",20.0491290614504
110,90,0.2,"TT",19.0717516148695
100,80,0.2,"TT",16.8663251578841
120,80,0.2,"TT",20.6489907241968
100,100,0.2,"TT",18.4774908911197
120,100,0.2,"TT",18.3124123371479
110,90,0.2,"TT",18.4129507396952
100,80,0.2,"TT",16.0393093313778
120,80,0.2,"TT",15.9075836562673
100,100,0.2,"TT",18.601022441138
120,100,0.2,"TT",20.2613572790658
110,90,0.2,"TT",19.1153553955578
100,80,0.2,"TT",18.0714518835508
120,80,0.2,"TT",19.6063178508072
100,100,0.2,"TT",20.856142115819
120,100,0.2,"TT",19.5622290291368
110,90,0.2,"TT",19.8815283198614
100,80,0.2,"TT",17.9862820147592
120,80,0.2,"TT",18.7563244394255
100,100,0.2,"TT",17.7087557225528
120,100,0.2,"TT",17.7160137668338
110,90,0.2,"TT",20.2438504822781
100,80,0.2,"TT",15.6896150485774
120,80,0.2,"TT",18.7586395504904
100,100,0.2,"TT",18.9789254770552
120,100,0.2,"TT",19.8846290650654
110,90,0.2,"TT",20.5088396784229
100,80,0.2,"TT",14.9078830556539
120,80,0.2,"TT",19.8247791103214
100,100,0.2,"TT",19.145261100798
120,100,0.2,"TT",20.6098113009615
110,90,0.2,"TT",19.9549105086435
100,80,0.2,"TT",16.8872596436602
120,80,0.2,"TT",19.4080890107214
100,100,0.2,"TT",19.2777283455931
120,100,0.2,"TT",18.4096992521457
110,90,0.2,"TT",20.5337619278159
100,80,0.2,"TT",14.96376438949
120,80,0.2,"TT",20.2553771823949
100,100,0.2,"TT",17.2199984569842
120,100,0.2,"TT",18.213858761585
110,90,0.2,"TT",20.0588775480933
100,80,0.2,"TT",16.3671651323745
120,80,0.2,"TT",19.2371763848789
100,100,0.2,"TT",20.4961225905708
120,100,0.2,"TT",20.016757009451
110,90,0.2,"TT",19.6916568958497
100,80,0.2,"TT",16.763711881926
120,80,0.2,"TT",17.7741768737688
100,100,0.2,"TT",19.5697941487147
120,100,0.2,"TT",19.1230656753454
110,90,0.2,"TT",18.7724967616946
100,80,0.2,"TT",14.9895454245117
120,80,0.2,"TT",18.1224956728426
100,100,0.2,"TT",18.3827276199316
120,100,0.2,"TT",19.6298614628473
110,90,0.2,"TT",19.3029947033305
100,80,0.2,"TT",13.7964391517279
120,80,0.2,"TT",18.4476803975145
100,100,0.2,"TT",19.2461832044314
120,100,0.2,"TT",20.2997858861946
110,90,0.2,"TT",19.1148039126648
100,80,0.2,"TT",14.6735100019082
120,80,0.2,"TT",19.2008055534132
100,100,0.2,"TT",19.5390687054843
120,100,0.2,"TT",19.8546352037956
110,90,0.2,"TT",19.8277116675465
100,80,0.2,"TT",16.9367826373475
120,80,0.2,"TT",17.6006723391083
100,100,0.2,"TT",20.2094641603917
120,100,0.2,"TT",20.54235501828
110,90,0.2,"TT",20.3958405000254
100,80,0.2,"TT",17.9700535238875
120,80,0.2,"TT",18.8039607395632
100,100,0.2,"TT",20.6330125605151
120,100,0.2,"TT",19.3787822555516
110,90,0.2,"TT",19.1403919341849
100,80,0.2,"TT",15.7261021893837
120,80,0.2,"TT",17.8872057955579
100,100,0.2,"TT",19.7185113106693
120,100,0.2,"TT",20.8357763596975
110,90,0.2,"TT",19.1293638056994
100,80,0.2,"TT",14.7797812221903
120,80,0.2,"TT",20.0429475867079
100,100,0.2,"TT",20.5344372121175
120,100,0.2,"TT",21.4636791203117
110,90,0.2,"TT",20.3418491227693
